"integration_name","integration_company","integration_type","integration_url","integration_logo","integration_logo_url","integration_purpose","integration_description","image_integration_homepage","image_integration_homepage_url","integration_seo","integration_privacy_email"
"SalesRabbit","Sales Rabbit, Inc.","Zapier","https://www.salesrabbit.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5bb5f0f232d0015b0dbb9/thumb/salesrabbitlogo2017.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5bb5f0f232d0015b0dbb9/original/salesrabbitlogo2017.png","sales management","SalesRabbit is a sales enablement app that helps sales teams assign areas, track progress, and constantly get better at their craft.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5bb778fbcf80016992b3a/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5bb778fbcf80016992b3a/original/screenshot.png","Use SalesRabbit for your sales management? LegalSite integrates directly so you can be GDPR/privacy compliant!","contact@salesrabbit.com"
"Odoo ERP Self Hosted","Odoo","Zapier","https://www.odoo.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5c6462ee16c0015027402/thumb/odoo_logo.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5c6462ee16c0015027402/original/odoo_logo.png","business management","Odoo ERP Self Hosted (formerly known as OpenERP) is a powerful open source platform with dozens of apps to help you grow your business. Available apps range from CRM to eCommerce, and from accounting to manufacturing and project management.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5c641f0cc5700199b8858/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5c641f0cc5700199b8858/original/screenshot.png","Use Odoo ERP Self Hosted for your business management? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@odoo.com"
"SalesUp!","SalesUp","Zapier","https://www.salesup.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5d8cb9d32ac0015082864/thumb/b2b32330d34e99b791dd22c27cc57d17.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5d8cb9d32ac0015082864/original/b2b32330d34e99b791dd22c27cc57d17.png","customer relationship management","SalesUp! is a platform to easy organize and create relationships with your customers, to better track leads and increase your sales.","","","Use SalesUp! for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","info@salesup.com.mx"
"PersistIQ","PersistIQ, Inc.","Zapier","https://www.persistiq.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5da63192bfe001574d023/thumb/persistiq.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5da63192bfe001574d023/original/persistiq.png","sales management","PersistIQ is software for effective outbound sales that combines communication and workflow into one easy to use system.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5da6ac9126f0015e78006/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5da6ac9126f0015e78006/original/screenshot.png","Use PersistIQ for your sales management? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@persistiq.com"
"CompanyHub","CompanyHub","Zapier","https://companyhub.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ec589d32ac0015082de7/thumb/7c9862b3941bf2a4a90d49e639a45d5d.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ec589d32ac0015082de7/original/7c9862b3941bf2a4a90d49e639a45d5d.png","customer relationship management","CompanyHub is a highly customizable CRM that you can customize, write custom logic, and create automated alerts for and more without a single line of code.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ec72192bfe001574d55f/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ec72192bfe001574d55f/original/screenshot.png","Use CompanyHub for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@companyhub.com"
"JivoChat","JivoSite Inc.","Zapier","https://www.jivochat.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ed15192bfe001574d580/thumb/4104100139_jivochatlogographics.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ed15192bfe001574d580/original/4104100139_jivochatlogographics.png","customer relationship management","JivoChat offers live chats on your website, chats with clients on Facebook, Emails, and calls in any country.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ed3289100300152f75e8/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ed3289100300152f75e8/original/screenshot.png","Use JivoChat for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@jivochat.com"
"Spotio","Spotio","Zapier","https://spotio.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ede5f79fd10017ccc1d9/thumb/spotiologo.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ede5f79fd10017ccc1d9/original/spotiologo.png","sales tracking","Door to door sales tracking that's fast and easy to use, with maps and reports that keep you in the know. Available for iOS, Android, and mobile web, Spotio lets you keep track of the progress of your sales force on the ground.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ede0a702810015fb06ee/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ede0a702810015fb06ee/original/screenshot.png","Use Spotio for sales tracking? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@spotio.com"
"SuperOffice CRM","SuperOffice","Zapier","https://www.superoffice.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ee80a702810015fb070d/thumb/superofficelogo1276x225.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ee80a702810015fb070d/original/superofficelogo1276x225.png","sales and marketing","SuperOffice CRM software helps businesses collaborate internally and improve their sales, marketing and service processes.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5eeb889100300152f7633/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5eeb889100300152f7633/original/screenshot.png","Use SuperOffice CRM for sales and marketing? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@superoffice.com"
"NeonCRM","Neon One","Zapier","https://www.neoncrm.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ef096cf7d70015214fba/thumb/neonlogoonwhite.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ef096cf7d70015214fba/original/neonlogoonwhite.png","customer relationship management","Neon is a CRM built by and for people who run nonprofits. Our nonprofit solutions grow communities, inspire audiences and scale your impact.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ef5b192bfe001574d605/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5ef5b192bfe001574d605/original/screenshot.png","Use NeonCRM for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@neoncrm.com"
"Referral Rock","Referral Rock Inc.","Zapier","https://referralrock.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5f0a916f0430015ecfc8c/thumb/referralrock1559230993logo.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5f0a916f0430015ecfc8c/original/referralrock1559230993logo.png","customer relationship management","Referral Rock helps businesses to design, track and manage referral programs.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5f0c400240500157216ea/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db5f0c400240500157216ea/original/screenshot.png","Use Referral Rock for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@referralrock.com"
"Repsly","Repsly, Inc.","Zapier","https://www.repsly.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62b7eb7755a0015235584/thumb/repslylogo.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62b7eb7755a0015235584/original/repslylogo.png","field activity management","Repsly is a field activity management software which simplifies field work. See what your field reps see in real-time and gain control of your field team.","","","Use Repsly! for your field activity management? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@repsly.com"
"Fastbase","Fastbase, Inc.","Zapier","https://fastbase.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62f7589100300152f86cb/thumb/fastbase.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62f7589100300152f86cb/original/fastbase.png","analyze website visitors","Fastbase is software that allows you to generate leads directly via Google Analytics.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62f63976b45001595ebf3/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62f63976b45001595ebf3/original/screenshot.png","Use Fastbase to analyze website visitors? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@fastbase.com"
"Spiro","Spiro Technologies, Inc.","Zapier","https://spiro.ai/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6300a4efd480015e75c47/thumb/spiro.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6300a4efd480015e75c47/original/spiro.png","sales management","Spiro is an AI-Powered CRM that learns your sales process to increase effectiveness and deliver more accurate business insights.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62fe9c9126f0015e7969f/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db62fe9c9126f0015e7969f/original/screenshot.png","Use Spiro for your sales management? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@spiro.ai"
"Really Simple Systems CRM","Really Simple Systems Ltd","Zapier","https://www.reallysimplesystems.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6308ffa7e760015542665/thumb/reallysimple.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6308ffa7e760015542665/original/reallysimple.png","sales and marketing","Really Simple Systems CRM provides everything that a small business needs to automate their sales, marketing and customer services.<br /><br />","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db630960f232d0015b0fbcc/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db630960f232d0015b0fbcc/original/screenshot.png","Use Really Simple Systems CRM for sales and marketing? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@reallysimplesystems.com"
"Konnektive CRM","Konnektive","Zapier","https://konnektive.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63172fe1da10015df3ba9/thumb/63da833konnektivelogo2.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63172fe1da10015df3ba9/original/63da833konnektivelogo2.png","customer relationship management","Konnektive CRM is a customer transaction and campaign management platform that helps marketers dominate.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db631568fbcf80016995467/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db631568fbcf80016995467/original/screenshot.png","Use konnektive CRM for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","info@konnektive.com"
"ClientSuccess","ClientSuccess, Inc.","Zapier","https://www.clientsuccess.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db632024efd480015e75e84/thumb/clientsuccesslogo.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db632024efd480015e75e84/original/clientsuccesslogo.png","customer relationship management","ClientSuccess is customer success platform that helps retain and grow existing customer bases.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db632090024050015722994/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db632090024050015722994/original/screenshot.png","Use ClientSuccess for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@clientsuccess.com"
"Planfix","Planfix, Inc.","Zapier","https://planfix.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db632fcfa7e760015542dfc/thumb/planfixlogo_tagline.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db632fcfa7e760015542dfc/original/planfixlogo_tagline.png","create enterprise management systems","Planfix is a platform for creating Enterprise Management Systems and allows you to configure various business processes of the company without programming.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63311fa7e760015542ecd/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63311fa7e760015542ecd/original/screenshot.png","Use Planfix to create enterprise management systems? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@planfix.com"
"MyWifi Networks","Guest Networks Inc.","Zapier","https://www.mywifinetworks.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6343816f0430015ed1054/thumb/offer.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6343816f0430015ed1054/original/offer.png","Wi-Fi monetization","MyWiFi Networks operates a Guest Wi-Fi Monetization Platform with social data capture, marketing automation & real-time analytics.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db634149d32ac0015084b3e/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db634149d32ac0015084b3e/original/screenshot.png","Use MyWifi Networks for Wi-Fi monetization? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@mywifi.io"
"Workbooks CRM","Workbooks","Zapier","https://www.workbooks.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6352d192bfe00157545f0/thumb/logo_blue_symbolmedium.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6352d192bfe00157545f0/original/logo_blue_symbolmedium.png","business management","Workbooks CRM is specifically designed for mid-sized and growing companies. Run marketing campaigns, capture leads, create quotations, manage a sales pipeline, process orders and raise invoices all in a single platform.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63534976b4500159619b6/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63534976b4500159619b6/original/screenshot.png","Use Workbooks CRM for your business management? LegalSite integrates directly so you can be GDPR/privacy compliant!","success@workbooks.com"
"ProAgentWebsites.com","Pro Agent Websites","Zapier","https://www.proagentwebsites.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db635ebf0cc5700199bc12f/thumb/0.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db635ebf0cc5700199bc12f/original/0.png","customer relationship management","ProAgentWebsites.com is an integrated Real Estate Website, CRM and Marketing Tools.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db635f2a702810015fb4f7a/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db635f2a702810015fb4f7a/original/screenshot.png","Use ProAgentWebsites.com for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@proagentwebsites.com"
"WebCRM","WebCRM","Zapier","https://webcrm.com","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db636b9b7755a0015238ff3/thumb/webcrm_logotagline_rgb.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db636b9b7755a0015238ff3/original/webcrm_logotagline_rgb.png","customer relationship management","webCRM helps your sales team with the daily workflow and overview.<br /><br />","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db636ad16f0430015ed1360/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db636ad16f0430015ed1360/original/screenshot.png","Use WebCRMfor your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!",""
"Visitor Queue","Visitor Queue","Zapier","https://www.visitorqueue.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db637c016f0430015ed1dc2/thumb/logovertical9375d8822f951c695cebe9d5b9f67abc10aa698a804967a64de2a0e9a558eb9f.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db637c016f0430015ed1dc2/original/logovertical9375d8822f951c695cebe9d5b9f67abc10aa698a804967a64de2a0e9a558eb9f.png","identify website visitors","Visitor Queue is a B2B lead generation software that allows you to identify the businesses that have visited your website.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db637eefe1da10015df3edf/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db637eefe1da10015df3edf/original/screenshot.png","Use Visitor Queue to identify website visitors? LegalSite integrates directly so you can be GDPR/privacy compliant!","team@visitorqueue.com"
"Leadberry"," Brandlift, Inc.","Zapier","https://www.leadberry.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db638c317fc3e001af0c635/thumb/leadberry.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db638c317fc3e001af0c635/original/leadberry.png","lead generation","Leadberry is a lead generation platform that converts website visitors to sales leads.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db638be0f232d0015b165f6/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db638be0f232d0015b165f6/original/screenshot.png","Use Leadberry for lead generation? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@leadberry.com"
"Salesmachine","Salesmachine, Inc.","Zapier","https://www.salesmachine.io/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6396e0f232d0015b1707d/thumb/salesmachine_logo_blue.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db6396e0f232d0015b1707d/original/salesmachine_logo_blue.png","sales and marketing","Salesmachine is a customer intelligence platform for sales teams and customer success.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db639619d32ac0015084d38/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db639619d32ac0015084d38/original/screenshot.png","Use Salesmachine for sales and marketing? LegalSite integrates directly so you can be GDPR/privacy compliant!","legal@salesmachine.io"
"Agent 3000","Direct Axess, LLC.","Zapier","https://agent3000.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63a406cf7d70015218d3c/thumb/loginimage2.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63a406cf7d70015218d3c/original/loginimage2.png","marketing tools","Agent 3000 provides a Website, IDX, CRM and all the necessary marketing tools a REALTOR needs.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63a77192bfe0015756bb2/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63a77192bfe0015756bb2/original/screenshot.png","Use Agent 3000 for your marketing tools? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@agent3000.com"
"Axonaut","Axonaut","Zapier","https://axonaut.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63af017fc3e001af0c6a0/thumb/unnamed.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63af017fc3e001af0c6a0/original/unnamed.png","customer relationship management","Axonaut is a CRM and more: follow your customer from before the first contact, beginning at the marketing campaign, though negotiations, billing, bank reconciliation.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63b0289100300152fdd5d/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63b0289100300152fdd5d/original/screenshot.png","Use Axonaut for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","contact@axonaut.com"
"Teamwave","TeamWave Inc.","Zapier","https://teamwave.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63b80b7755a001523addc/thumb/teamwavelogo.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63b80b7755a001523addc/original/teamwavelogo.png","project management","TeamWave is an unified platform for project management, CRM, and HR software for small businesses","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63b9c8a86520015f07467/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63b9c8a86520015f07467/original/screenshot.png","Use Teamwave for your project management? LegalSite integrates directly so you can be GDPR/privacy compliant!","support@teamwave.com"
"AdviserLogic","Adviserlogic Software Private Limited","Zapier","https://www.adviserlogic.com.au/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63c570024050015722d0f/thumb/adviserlogiclogocolourrgbmedium.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63c570024050015722d0f/original/adviserlogiclogocolourrgbmedium.png","financial planning","AdviserLogic provides financial planning through intelligent tools like Need Analysis, RIskLogic, Research, SuperLogic and Cashflow.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63c8f192bfe0015756c1e/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63c8f192bfe0015756c1e/original/screenshot.png","Use AdviserLogic for financial planning? LegalSite integrates directly so you can be GDPR/privacy compliant!","info@adviserlogic.com"
"Real Estate Webmasters","Real Estate Webmasters Inc.","Zapier","https://www.realestatewebmasters.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63d86976b450015961bba/thumb/logo_rew_black_2018.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63d86976b450015961bba/original/logo_rew_black_2018.png","customer relationship management","Real Estate Webmasters is a real estate Software-as-a-Service CRM.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63d8cf0cc5700199bd26c/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63d8cf0cc5700199bd26c/original/screenshot.png","Use Real Estate Webmasters for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","marketing@realestatewebmasters.com"
"Sellf","Sellf srl","Zapier","http://sellfapp.com/","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63e61976b450015961c02/thumb/bf7540b6e6adc79503ebdaae397b48ab.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63e61976b450015961c02/original/bf7540b6e6adc79503ebdaae397b48ab.png","customer relationship management","Sellf is the Runkeeper for sales, a CRM software for deal makers. Manage prospects, customers and deals, organize your time and collaborate with your team.","<img src=""https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63e6bf0cc5700199bd2b3/thumb/screenshot.png"" />","https://s3-eu-west-1.amazonaws.com/assets.knack-eu.com/assets/5d4d2c26d8609100108653c4/5db63e6bf0cc5700199bd2b3/original/screenshot.png","Use Selff for your customer relationship management? LegalSite integrates directly so you can be GDPR/privacy compliant!","privacy@sellfapp.com"
